Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g020481	GCF_000725265:NZ_CP005998.1:4938935-4938081	GCF_000725265:IJJELEDP_04964	hypothetical protein		
g020482	GCF_000725265:NZ_CP005998.1:4940401-4938935	GCF_000725265:IJJELEDP_04965	hypothetical protein		
g020483	GCF_000725265:NZ_CP005998.1:4940755-4941189	GCF_000725265:IJJELEDP_04966	hypothetical protein		
g020484	GCF_000725265:NZ_CP005998.1:4942613-4941714	GCF_000725265:IJJELEDP_04967	hypothetical protein		
g020485	GCF_000725265:NZ_CP005998.1:4943938-4942613	GCF_000725265:IJJELEDP_04968	hypothetical protein		
g020486	GCF_000725265:NZ_CP005998.1:4944306-4943890	GCF_000725265:IJJELEDP_04969	hypothetical protein		
g020487	GCF_000725265:NZ_CP005998.1:495370-496134	GCF_000725265:IJJELEDP_00549	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD	3.5.1.94	
g020488	GCF_000725265:NZ_CP005998.1:496993-498480	GCF_000725265:IJJELEDP_00551	NADP/NAD-dependent aldehyde dehydrogenase PuuC	1.2.1.5	
g020489	GCF_000725265:NZ_CP005998.1:504466-505215	GCF_000725265:IJJELEDP_00560	Glucosylglycerate phosphorylase	2.4.1.-	
g020490	GCF_000725265:NZ_CP005998.1:505167-506144	GCF_000725265:IJJELEDP_00561	Glucosylglycerate phosphorylase	2.4.1.-	
g020491	GCF_000725265:NZ_CP005998.1:526239-527042	GCF_000725265:IJJELEDP_00581	HTH-type transcriptional regulator PgrR		
g020492	GCF_000725265:NZ_CP005998.1:530254-529916	GCF_000725265:IJJELEDP_00585	Low conductance mechanosensitive channel YnaI		
g020493	GCF_000725265:NZ_CP005998.1:532450-531581	GCF_000725265:IJJELEDP_00588	Universal stress protein E		
g020494	GCF_000725265:NZ_CP005998.1:539807-540370	GCF_000725265:IJJELEDP_00595	putative DNA endonuclease SmrA	3.1.-.-	
g020495	GCF_000725265:NZ_CP005998.1:553818-555887	GCF_000725265:IJJELEDP_00607	hypothetical protein		
g020496	GCF_000725265:NZ_CP005998.1:555922-556458	GCF_000725265:IJJELEDP_00608	hypothetical protein		
g020497	GCF_000725265:NZ_CP005998.1:558287-559786	GCF_000725265:IJJELEDP_00612	Phenylacetaldehyde dehydrogenase	1.2.1.39	
g020498	GCF_000725265:NZ_CP005998.1:561166-559844	GCF_000725265:IJJELEDP_00613	Primary amine oxidase	1.4.3.21	
g020499	GCF_000725265:NZ_CP005998.1:562118-561147	GCF_000725265:IJJELEDP_00614	Primary amine oxidase	1.4.3.21	
g020500	GCF_000725265:NZ_CP005998.1:58335-57085	GCF_000725265:IJJELEDP_00060	Nicotinate phosphoribosyltransferase	6.3.4.21	
g020501	GCF_000725265:NZ_CP005998.1:592740-593270	GCF_000725265:IJJELEDP_00640	Cytochrome b561		
g020502	GCF_000725265:NZ_CP005998.1:600776-601063	GCF_000725265:IJJELEDP_00648	Ribosomal-protein-serine acetyltransferase	2.3.1.-	
g020503	GCF_000725265:NZ_CP005998.1:602286-601306	GCF_000725265:IJJELEDP_00649	Bifunctional protein GlmU	2.3.1.157	
g020504	GCF_000725265:NZ_CP005998.1:622382-622765	GCF_000725265:IJJELEDP_00672	HTH-type transcriptional regulator McbR		
g020505	GCF_000725265:NZ_CP005998.1:623115-622801	GCF_000725265:IJJELEDP_00673	Vitamin B12 transporter BtuB		
g020506	GCF_000725265:NZ_CP005998.1:624904-623189	GCF_000725265:IJJELEDP_00674	Fe(3+) dicitrate transport protein FecA		
g020507	GCF_000725265:NZ_CP005998.1:631988-635548	GCF_000725265:IJJELEDP_00680	Protein RhsD		
g020508	GCF_000725265:NZ_CP005998.1:635505-636092	GCF_000725265:IJJELEDP_00681	Protein RhsC		
g020509	GCF_000725265:NZ_CP005998.1:64083-62938	GCF_000725265:IJJELEDP_00064	Alkanesulfonate monooxygenase	1.14.14.5	
g020510	GCF_000725265:NZ_CP005998.1:652593-653180	GCF_000725265:IJJELEDP_00696	Formate dehydrogenase, nitrate-inducible, major subunit	1.17.5.3	
g020511	GCF_000725265:NZ_CP005998.1:653229-655640	GCF_000725265:IJJELEDP_00697	Formate dehydrogenase, nitrate-inducible, major subunit	1.17.5.3	
g020512	GCF_000725265:NZ_CP005998.1:65963-66409	GCF_000725265:IJJELEDP_00067	Laminin-binding fimbrial subunit ElfA		
g020513	GCF_000725265:NZ_CP005998.1:666265-665060	GCF_000725265:IJJELEDP_00709	Acetyl-CoA acetyltransferase	2.3.1.9	
g020514	GCF_000725265:NZ_CP005998.1:666931-666275	GCF_000725265:IJJELEDP_00710	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	2.8.3.5	
g020515	GCF_000725265:NZ_CP005998.1:67315-69915	GCF_000725265:IJJELEDP_00069	putative outer membrane usher protein ElfC		
g020516	GCF_000725265:NZ_CP005998.1:675-998	GCF_000725265:IJJELEDP_00002	hypothetical protein		
g020517	GCF_000725265:NZ_CP005998.1:69906-70976	GCF_000725265:IJJELEDP_00070	putative fimbrial-like protein ElfG		
g020518	GCF_000725265:NZ_CP005998.1:703540-703157	GCF_000725265:IJJELEDP_00736	Chaperone protein FocC		
g020519	GCF_000725265:NZ_CP005998.1:703868-703512	GCF_000725265:IJJELEDP_00737	Chaperone protein FocC		
g020520	GCF_000725265:NZ_CP005998.1:70988-71506	GCF_000725265:IJJELEDP_00071	putative fimbrial-like protein YcbU		
g020521	GCF_000725265:NZ_CP005998.1:717892-718920	GCF_000725265:IJJELEDP_00746	Autoinducer 2 import system permease protein LsrC		
g020522	GCF_000725265:NZ_CP005998.1:72830-73048	GCF_000725265:IJJELEDP_00073	Cell division protein ZapC		
g020523	GCF_000725265:NZ_CP005998.1:738278-737100	GCF_000725265:IJJELEDP_00766	Cryptic outer membrane porin BglH		
g020524	GCF_000725265:NZ_CP005998.1:738774-738247	GCF_000725265:IJJELEDP_00767	Cryptic outer membrane porin BglH		
g020525	GCF_000725265:NZ_CP005998.1:746394-746807	GCF_000725265:IJJELEDP_00777	Nicotinamide-nucleotide amidohydrolase PncC	3.5.1.42	
g020526	GCF_000725265:NZ_CP005998.1:746764-746913	GCF_000725265:IJJELEDP_00778	hypothetical protein		
g020527	GCF_000725265:NZ_CP005998.1:74909-73731	GCF_000725265:IJJELEDP_00076	putative protein YcbX		
g020528	GCF_000725265:NZ_CP005998.1:769299-768982	GCF_000725265:IJJELEDP_00796	hypothetical protein		
g020529	GCF_000725265:NZ_CP005998.1:771498-770920	GCF_000725265:IJJELEDP_00800	hypothetical protein		
g020530	GCF_000725265:NZ_CP005998.1:771785-771510	GCF_000725265:IJJELEDP_00801	hypothetical protein		
g020531	GCF_000725265:NZ_CP005998.1:774687-774160	GCF_000725265:IJJELEDP_00804	hypothetical protein		
g020532	GCF_000725265:NZ_CP005998.1:777627-776518	GCF_000725265:IJJELEDP_00807	hypothetical protein		
g020533	GCF_000725265:NZ_CP005998.1:781684-782031	GCF_000725265:IJJELEDP_00813	hypothetical protein		
g020534	GCF_000725265:NZ_CP005998.1:782080-783618	GCF_000725265:IJJELEDP_00814	hypothetical protein		
g020535	GCF_000725265:NZ_CP005998.1:784109-783936	GCF_000725265:IJJELEDP_00815	Protein GnsA		
g020536	GCF_000725265:NZ_CP005998.1:788251-788036	GCF_000725265:IJJELEDP_00822	hypothetical protein		
g020537	GCF_000725265:NZ_CP005998.1:789155-788442	GCF_000725265:IJJELEDP_00823	HTH-type transcriptional regulator GadW		
g020538	GCF_000725265:NZ_CP005998.1:790314-789562	GCF_000725265:IJJELEDP_00824	hypothetical protein		
g020539	GCF_000725265:NZ_CP005998.1:790522-790289	GCF_000725265:IJJELEDP_00825	hypothetical protein		
g020540	GCF_000725265:NZ_CP005998.1:790715-791239	GCF_000725265:IJJELEDP_00826	Outer membrane lipoprotein Blc		
g020541	GCF_000725265:NZ_CP005998.1:791772-791395	GCF_000725265:IJJELEDP_00827	hypothetical protein		
g020542	GCF_000725265:NZ_CP005998.1:794310-795218	GCF_000725265:IJJELEDP_00830	hypothetical protein		
g020543	GCF_000725265:NZ_CP005998.1:795308-796699	GCF_000725265:IJJELEDP_00831	hypothetical protein		
g020544	GCF_000725265:NZ_CP005998.1:797384-796962	GCF_000725265:IJJELEDP_00832	hypothetical protein		
g020545	GCF_000725265:NZ_CP005998.1:798992-798567	GCF_000725265:IJJELEDP_00834	hypothetical protein		
g020546	GCF_000725265:NZ_CP005998.1:801728-804133	GCF_000725265:IJJELEDP_00841	Exodeoxyribonuclease 8	3.1.11.-	
g020547	GCF_000725265:NZ_CP005998.1:804849-804103	GCF_000725265:IJJELEDP_00842	hypothetical protein		
g020548	GCF_000725265:NZ_CP005998.1:807229-807101	GCF_000725265:IJJELEDP_00846	hypothetical protein		
g020549	GCF_000725265:NZ_CP005998.1:810575-811135	GCF_000725265:IJJELEDP_00851	Spermidine N(1)-acetyltransferase	2.3.1.57	
g020550	GCF_000725265:NZ_CP005998.1:817394-817999	GCF_000725265:IJJELEDP_00856	Anaerobic dimethyl sulfoxide reductase chain B		
g020551	GCF_000725265:NZ_CP005998.1:823849-823091	GCF_000725265:IJJELEDP_00862	Hca operon transcriptional activator HcaR		
g020552	GCF_000725265:NZ_CP005998.1:823985-823824	GCF_000725265:IJJELEDP_00863	HTH-type transcriptional regulator BenM		
g020553	GCF_000725265:NZ_CP005998.1:830495-829365	GCF_000725265:IJJELEDP_00870	NAD(P) transhydrogenase subunit beta	1.6.1.2	
g020554	GCF_000725265:NZ_CP005998.1:830754-830479	GCF_000725265:IJJELEDP_00871	NAD(P) transhydrogenase subunit beta	1.6.1.2	
g020555	GCF_000725265:NZ_CP005998.1:8314-8925	GCF_000725265:IJJELEDP_00016	hypothetical protein		
g020556	GCF_000725265:NZ_CP005998.1:855175-855501	GCF_000725265:IJJELEDP_00891	Protein MalY		
g020557	GCF_000725265:NZ_CP005998.1:855449-856348	GCF_000725265:IJJELEDP_00892	Protein MalY		
g020558	GCF_000725265:NZ_CP005998.1:86327-86719	GCF_000725265:IJJELEDP_00086	hypothetical protein		
g020559	GCF_000725265:NZ_CP005998.1:863362-864420	GCF_000725265:IJJELEDP_00900	Electron transport complex subunit RsxD		
g020560	GCF_000725265:NZ_CP005998.1:87374-86577	GCF_000725265:IJJELEDP_00087	Outer membrane protein A		
g020561	GCF_000725265:NZ_CP005998.1:88225-87731	GCF_000725265:IJJELEDP_00088	Cell division inhibitor SulA		
g020562	GCF_000725265:NZ_CP005998.1:8922-10109	GCF_000725265:IJJELEDP_00017	hypothetical protein		
g020563	GCF_000725265:NZ_CP005998.1:929619-930710	GCF_000725265:IJJELEDP_00966	Acetate CoA-transferase YdiF	2.8.3.8	
g020564	GCF_000725265:NZ_CP005998.1:930658-931215	GCF_000725265:IJJELEDP_00967	Acetate CoA-transferase YdiF	2.8.3.8	
g020565	GCF_000725265:NZ_CP005998.1:933094-932423	GCF_000725265:IJJELEDP_00969	HTH-type transcriptional activator RhaS		
g020566	GCF_000725265:NZ_CP005998.1:933335-933084	GCF_000725265:IJJELEDP_00970	hypothetical protein		
g020567	GCF_000725265:NZ_CP005998.1:941479-942216	GCF_000725265:IJJELEDP_00977	Phosphoenolpyruvate synthase regulatory protein	2.7.11.33	
g020568	GCF_000725265:NZ_CP005998.1:952900-951995	GCF_000725265:IJJELEDP_00988	Phenylalanine--tRNA ligase alpha subunit	6.1.1.20	
g020569	GCF_000725265:NZ_CP005998.1:961835-962485	GCF_000725265:IJJELEDP_00999	hypothetical protein		
g020570	GCF_000725265:NZ_CP005998.1:96262-96101	GCF_000725265:IJJELEDP_00097	Ribosomal RNA large subunit methyltransferase I	2.1.1.191	
g020571	GCF_000725265:NZ_CP005998.1:97277-96216	GCF_000725265:IJJELEDP_00098	Ribosomal RNA large subunit methyltransferase I	2.1.1.191	
g020572	GCF_000725265:NZ_CP005998.1:973283-972444	GCF_000725265:IJJELEDP_01009	HTH-type transcriptional regulator ChbR		
g020573	GCF_000725265:NZ_CP005998.1:975419-975138	GCF_000725265:IJJELEDP_01012	PTS system N,N'-diacetylchitobiose-specific EIIB component	2.7.1.196	
g020574	GCF_000725265:NZ_CP005998.1:981727-980756	GCF_000725265:IJJELEDP_01019	N-succinylarginine dihydrolase	3.5.3.23	
g020575	GCF_000725265:NZ_CP005998.1:982100-981696	GCF_000725265:IJJELEDP_01020	N-succinylarginine dihydrolase	3.5.3.23	
g020576	GCF_000725265:NZ_CP005998.1:99462-99830	GCF_000725265:IJJELEDP_00103	Hydrogenase-1 small chain	1.12.99.6	
g020577	GCF_000725265:NZ_CP005998.1:99853-100581	GCF_000725265:IJJELEDP_00104	Hydrogenase-1 small chain	1.12.99.6	
g020578	GCF_000725265:NZ_CP005999.1:12078-12428	GCF_000725265:IJJELEDP_04979	hypothetical protein		
g020579	GCF_000725265:NZ_CP005999.1:13146-14105	GCF_000725265:IJJELEDP_04981	hypothetical protein		
g020580	GCF_000725265:NZ_CP005999.1:14109-15440	GCF_000725265:IJJELEDP_04982	hypothetical protein		
g020581	GCF_000725265:NZ_CP005999.1:17179-17430	GCF_000725265:IJJELEDP_04986	hypothetical protein		
g020582	GCF_000725265:NZ_CP005999.1:18458-21502	GCF_000725265:IJJELEDP_04988	hypothetical protein		
g020583	GCF_000725265:NZ_CP005999.1:21502-22122	GCF_000725265:IJJELEDP_04989	hypothetical protein		
g020584	GCF_000725265:NZ_CP005999.1:23926-26091	GCF_000725265:IJJELEDP_04992	hypothetical protein		
g020585	GCF_000725265:NZ_CP005999.1:26296-26832	GCF_000725265:IJJELEDP_04993	hypothetical protein		
g020586	GCF_000725265:NZ_CP005999.1:27102-27353	GCF_000725265:IJJELEDP_04994	hypothetical protein		
g020587	GCF_000725265:NZ_CP005999.1:27983-27303	GCF_000725265:IJJELEDP_04995	hypothetical protein		
g020588	GCF_000725265:NZ_CP005999.1:28091-28444	GCF_000725265:IJJELEDP_04996	Endonuclease YhcR	3.1.31.-	
g020589	GCF_000725265:NZ_CP005999.1:31971-31876	GCF_000725265:IJJELEDP_05003	hypothetical protein		
g020590	GCF_000725265:NZ_CP005999.1:32528-33844	GCF_000725265:IJJELEDP_05004	hypothetical protein		
g020591	GCF_000725265:NZ_CP005999.1:33841-34965	GCF_000725265:IJJELEDP_05005	hypothetical protein		
g020592	GCF_000725265:NZ_CP005999.1:34946-37249	GCF_000725265:IJJELEDP_05006	hypothetical protein		
g020593	GCF_000725265:NZ_CP005999.1:37363-37656	GCF_000725265:IJJELEDP_05007	hypothetical protein		
g020594	GCF_000725265:NZ_CP005999.1:37958-37710	GCF_000725265:IJJELEDP_05008	hypothetical protein		
g020595	GCF_000725265:NZ_CP005999.1:41254-38543	GCF_000725265:IJJELEDP_05010	Protein TraI		
g020596	GCF_000725265:NZ_CP005999.1:41598-41266	GCF_000725265:IJJELEDP_05011	hypothetical protein		
g020597	GCF_000725265:NZ_CP005999.1:43680-43931	GCF_000725265:IJJELEDP_05014	hypothetical protein		
g020598	GCF_000725265:NZ_CP005999.1:44144-43962	GCF_000725265:IJJELEDP_05015	hypothetical protein		
g020599	GCF_000725265:NZ_CP005999.1:45097-44207	GCF_000725265:IJJELEDP_05016	Recombination-promoting nuclease RpnA	3.1.21.-	
g020600	GCF_000725265:NZ_CP005999.1:45483-45094	GCF_000725265:IJJELEDP_05017	hypothetical protein		
g020601	GCF_000725265:NZ_CP005999.1:48742-48146	GCF_000725265:IJJELEDP_05021	hypothetical protein		
g020602	GCF_000725265:NZ_CP005999.1:54159-53737	GCF_000725265:IJJELEDP_05028	hypothetical protein		
g020603	GCF_000725265:NZ_CP005999.1:54631-54206	GCF_000725265:IJJELEDP_05029	Antirestriction protein KlcA		
g020604	GCF_000725265:NZ_CP005999.1:55660-55046	GCF_000725265:IJJELEDP_05030	hypothetical protein		
g020605	GCF_000725265:NZ_CP005999.1:5687-6517	GCF_000725265:IJJELEDP_04975	hypothetical protein		
g020606	GCF_000725265:NZ_CP005999.1:57058-56375	GCF_000725265:IJJELEDP_05033	DNA adenine methyltransferase YhdJ	2.1.1.72	
g020607	GCF_000725265:NZ_CP005999.1:60273-61313	GCF_000725265:IJJELEDP_05038	Protein UmuC		
g020608	GCF_000725265:NZ_CP005999.1:62877-61345	GCF_000725265:IJJELEDP_05039	hypothetical protein		
g020609	GCF_000725265:NZ_CP005999.1:64603-63716	GCF_000725265:IJJELEDP_05042	Plasmid segregation protein ParM		
g020610	GCF_000725265:NZ_CP005999.1:66056-65412	GCF_000725265:IJJELEDP_05044	hypothetical protein		
g020611	GCF_000725265:NZ_CP005999.1:67430-67017	GCF_000725265:IJJELEDP_05046	hypothetical protein		
g020612	GCF_000725265:NZ_CP005999.1:67953-68816	GCF_000725265:IJJELEDP_05047	hypothetical protein		
g020613	GCF_000725265:NZ_CP005999.1:70340-68841	GCF_000725265:IJJELEDP_05048	hypothetical protein		
g020614	GCF_000725265:NZ_CP005999.1:70608-70862	GCF_000725265:IJJELEDP_05049	hypothetical protein		
g020615	GCF_000725265:NZ_CP005999.1:71665-72717	GCF_000725265:IJJELEDP_05051	hypothetical protein		
g020616	GCF_000725265:NZ_CP005999.1:72893-73408	GCF_000725265:IJJELEDP_05052	hypothetical protein		
g020617	GCF_000725265:NZ_CP005999.1:73587-73742	GCF_000725265:IJJELEDP_05053	hypothetical protein		
g020618	GCF_000725265:NZ_CP005999.1:73742-74008	GCF_000725265:IJJELEDP_05054	hypothetical protein		
g020619	GCF_000725265:NZ_CP005999.1:75139-74861	GCF_000725265:IJJELEDP_05057	hypothetical protein		
g020620	GCF_000725265:NZ_CP005999.1:76646-76053	GCF_000725265:IJJELEDP_05058	Replication initiation protein		
g020621	GCF_000725265:NZ_CP005999.1:77130-76669	GCF_000725265:IJJELEDP_05059	Replication initiation protein		
g020622	GCF_000725265:NZ_CP005999.1:78568-79347	GCF_000725265:IJJELEDP_05061	hypothetical protein		
g020623	GCF_000725265:NZ_CP005999.1:80413-81483	GCF_000725265:IJJELEDP_05063	hypothetical protein		
g020624	GCF_000725265:NZ_CP005999.1:83596-84891	GCF_000725265:IJJELEDP_05066	hypothetical protein		
g020625	GCF_000725265:NZ_CP005999.1:88689-89174	GCF_000725265:IJJELEDP_05071	hypothetical protein		
g020626	GCF_000725265:NZ_CP006000.1:10349-8817	GCF_000725265:IJJELEDP_05084	Toxin coregulated pilus biosynthesis protein T		
g020627	GCF_000725265:NZ_CP006000.1:10834-10349	GCF_000725265:IJJELEDP_05085	hypothetical protein		
g020628	GCF_000725265:NZ_CP006000.1:11649-10822	GCF_000725265:IJJELEDP_05086	hypothetical protein		
g020629	GCF_000725265:NZ_CP006000.1:12211-11651	GCF_000725265:IJJELEDP_05087	hypothetical protein		
g020630	GCF_000725265:NZ_CP006000.1:13671-12214	GCF_000725265:IJJELEDP_05088	hypothetical protein		
g020631	GCF_000725265:NZ_CP006000.1:14102-13689	GCF_000725265:IJJELEDP_05089	hypothetical protein		
g020632	GCF_000725265:NZ_CP006000.1:15692-14121	GCF_000725265:IJJELEDP_05090	hypothetical protein		
g020633	GCF_000725265:NZ_CP006000.1:16465-15755	GCF_000725265:IJJELEDP_05091	Toxin coregulated pilin		
g020634	GCF_000725265:NZ_CP006000.1:16707-16486	GCF_000725265:IJJELEDP_05092	hypothetical protein		
g020635	GCF_000725265:NZ_CP006000.1:17207-16764	GCF_000725265:IJJELEDP_05093	hypothetical protein		
g020636	GCF_000725265:NZ_CP006000.1:18117-17221	GCF_000725265:IJJELEDP_05094	HTH-type transcriptional regulator YdeO		
g020637	GCF_000725265:NZ_CP006000.1:18674-18369	GCF_000725265:IJJELEDP_05095	Major pilu subunit operon regulatory protein PapB		
g020638	GCF_000725265:NZ_CP006000.1:20697-20816	GCF_000725265:IJJELEDP_05097	hypothetical protein		
g020639	GCF_000725265:NZ_CP006000.1:23734-24261	GCF_000725265:IJJELEDP_05101	Pap fimbrial major pilin protein		
g020640	GCF_000725265:NZ_CP006000.1:25488-27554	GCF_000725265:IJJELEDP_05103	Outer membrane usher protein PapC		
g020641	GCF_000725265:NZ_CP006000.1:2565-2020	GCF_000725265:IJJELEDP_05074	hypothetical protein		
g020642	GCF_000725265:NZ_CP006000.1:27623-28354	GCF_000725265:IJJELEDP_05104	Chaperone protein PapD		
g020643	GCF_000725265:NZ_CP006000.1:28391-28576	GCF_000725265:IJJELEDP_05105	hypothetical protein		
g020644	GCF_000725265:NZ_CP006000.1:2855-2565	GCF_000725265:IJJELEDP_05075	hypothetical protein		
g020645	GCF_000725265:NZ_CP006000.1:3069-3386	GCF_000725265:IJJELEDP_05076	hypothetical protein		
g020646	GCF_000725265:NZ_CP006000.1:30866-31144	GCF_000725265:IJJELEDP_05108	Toxin CcdB		
g020647	GCF_000725265:NZ_CP006000.1:31180-31302	GCF_000725265:IJJELEDP_05109	hypothetical protein		
g020648	GCF_000725265:NZ_CP006000.1:34595-35020	GCF_000725265:IJJELEDP_05112	Antirestriction protein KlcA		
g020649	GCF_000725265:NZ_CP006000.1:35820-36293	GCF_000725265:IJJELEDP_05115	hypothetical protein		
g020650	GCF_000725265:NZ_CP006000.1:37213-39177	GCF_000725265:IJJELEDP_05118	Chromosome-partitioning protein Spo0J		
g020651	GCF_000725265:NZ_CP006000.1:39662-40381	GCF_000725265:IJJELEDP_05120	hypothetical protein		
g020652	GCF_000725265:NZ_CP006000.1:41357-41596	GCF_000725265:IJJELEDP_05122	hypothetical protein		
g020653	GCF_000725265:NZ_CP006000.1:43024-43530	GCF_000725265:IJJELEDP_05125	hypothetical protein		
g020654	GCF_000725265:NZ_CP006000.1:43527-43844	GCF_000725265:IJJELEDP_05126	hypothetical protein		
g020655	GCF_000725265:NZ_CP006000.1:45064-45447	GCF_000725265:IJJELEDP_05128	Relaxosome protein TraM		
g020656	GCF_000725265:NZ_CP006000.1:48673-48852	GCF_000725265:IJJELEDP_05135	hypothetical protein		
g020657	GCF_000725265:NZ_CP006000.1:5025-5597	GCF_000725265:IJJELEDP_05079	hypothetical protein		
g020658	GCF_000725265:NZ_CP006000.1:50696-50301	GCF_000725265:IJJELEDP_05138	hypothetical protein		
g020659	GCF_000725265:NZ_CP006000.1:51871-50891	GCF_000725265:IJJELEDP_05139	hypothetical protein		
g020660	GCF_000725265:NZ_CP006000.1:6668-5814	GCF_000725265:IJJELEDP_05080	Type 4 prepilin-like proteins leader peptide-processing enzyme		
g020661	GCF_000725265:NZ_CP006000.1:7009-6671	GCF_000725265:IJJELEDP_05081	hypothetical protein		
g020662	GCF_000725265:NZ_CP006000.1:7793-7002	GCF_000725265:IJJELEDP_05082	hypothetical protein		
g020663	GCF_000725265:NZ_CP006000.1:8833-7808	GCF_000725265:IJJELEDP_05083	Toxin coregulated pilus biosynthesis protein E		
g020664	GCF_000725265:NZ_CP006001.1:12774-12538	GCF_000725265:IJJELEDP_05156	hypothetical protein		
g020665	GCF_000725265:NZ_CP006001.1:13601-13383	GCF_000725265:IJJELEDP_05158	hypothetical protein		
g020666	GCF_000725265:NZ_CP006001.1:15729-15529	GCF_000725265:IJJELEDP_05161	hypothetical protein		
g020667	GCF_000725265:NZ_CP006001.1:16381-16193	GCF_000725265:IJJELEDP_05162	hypothetical protein		
g020668	GCF_000725265:NZ_CP006001.1:18225-18443	GCF_000725265:IJJELEDP_05165	Heat-stable enterotoxin ST-IA/ST-P		
g020669	GCF_000725265:NZ_CP006001.1:20276-19083	GCF_000725265:IJJELEDP_05167	hypothetical protein		
g020670	GCF_000725265:NZ_CP006001.1:20942-20568	GCF_000725265:IJJELEDP_05168	hypothetical protein		
g020671	GCF_000725265:NZ_CP006001.1:2158-1847	GCF_000725265:IJJELEDP_05142	hypothetical protein		
g020672	GCF_000725265:NZ_CP006001.1:21758-22414	GCF_000725265:IJJELEDP_05170	Heat-labile enterotoxin A chain		
g020673	GCF_000725265:NZ_CP006001.1:22411-22785	GCF_000725265:IJJELEDP_05171	Heat-labile enterotoxin B chain		
g020674	GCF_000725265:NZ_CP006001.1:28586-28128	GCF_000725265:IJJELEDP_05178	hypothetical protein		
g020675	GCF_000725265:NZ_CP006001.1:31941-31084	GCF_000725265:IJJELEDP_05182	hypothetical protein		
g020676	GCF_000725265:NZ_CP006001.1:33863-33480	GCF_000725265:IJJELEDP_05185	hypothetical protein		
g020677	GCF_000725265:NZ_CP006001.1:34723-34514	GCF_000725265:IJJELEDP_05186	hypothetical protein		
g020678	GCF_000725265:NZ_CP006001.1:37186-36440	GCF_000725265:IJJELEDP_05189	hypothetical protein		
g020679	GCF_000725265:NZ_CP006001.1:45480-44743	GCF_000725265:IJJELEDP_05192	hypothetical protein		
g020680	GCF_000725265:NZ_CP006001.1:46937-46446	GCF_000725265:IJJELEDP_05194	hypothetical protein		
g020681	GCF_000725265:NZ_CP006001.1:49802-46962	GCF_000725265:IJJELEDP_05195	hypothetical protein		
g020682	GCF_000725265:NZ_CP006001.1:51172-49799	GCF_000725265:IJJELEDP_05196	hypothetical protein		
g020683	GCF_000725265:NZ_CP006001.1:56680-56042	GCF_000725265:IJJELEDP_05205	hypothetical protein		
g020684	GCF_000725265:NZ_CP006001.1:56873-57112	GCF_000725265:IJJELEDP_05206	hypothetical protein		
g020685	GCF_000725265:NZ_CP006001.1:57285-57109	GCF_000725265:IJJELEDP_05207	hypothetical protein		
g020686	GCF_000725265:NZ_CP006001.1:63044-60414	GCF_000725265:IJJELEDP_05212	Protein TraC		
g020687	GCF_000725265:NZ_CP006001.1:63219-63103	GCF_000725265:IJJELEDP_05213	hypothetical protein		
g020688	GCF_000725265:NZ_CP006001.1:63462-63223	GCF_000725265:IJJELEDP_05214	hypothetical protein		
g020689	GCF_000725265:NZ_CP006001.1:6402-6842	GCF_000725265:IJJELEDP_05149	hypothetical protein		
g020690	GCF_000725265:NZ_CP006001.1:64574-64323	GCF_000725265:IJJELEDP_05216	hypothetical protein		
g020691	GCF_000725265:NZ_CP006001.1:65444-64995	GCF_000725265:IJJELEDP_05218	hypothetical protein		
g020692	GCF_000725265:NZ_CP006001.1:66321-65434	GCF_000725265:IJJELEDP_05219	hypothetical protein		
g020693	GCF_000725265:NZ_CP006001.1:8637-7918	GCF_000725265:IJJELEDP_05151	hypothetical protein		
g020694	GCF_000725265:NZ_CP006001.1:9068-8634	GCF_000725265:IJJELEDP_05152	Protein PsiB		
g020695	GCF_000725265:NZ_CP006002.1:11712-12158	GCF_000725265:IJJELEDP_05234	hypothetical protein		
g020696	GCF_000725265:NZ_CP006002.1:12257-12649	GCF_000725265:IJJELEDP_05235	hypothetical protein		
g020697	GCF_000725265:NZ_CP006002.1:12757-13269	GCF_000725265:IJJELEDP_05236	hypothetical protein		
g020698	GCF_000725265:NZ_CP006002.1:14454-14663	GCF_000725265:IJJELEDP_05239	hypothetical protein		
g020699	GCF_000725265:NZ_CP006002.1:21692-17592	GCF_000725265:IJJELEDP_05244	Serine protease SepA autotransporter	3.4.21.-	
g020700	GCF_000725265:NZ_CP006002.1:2280-2906	GCF_000725265:IJJELEDP_05222	Group II intron-encoded protein LtrA		
g020701	GCF_000725265:NZ_CP006002.1:23599-23102	GCF_000725265:IJJELEDP_05247	hypothetical protein		
g020702	GCF_000725265:NZ_CP006002.1:26143-23699	GCF_000725265:IJJELEDP_05248	F1 capsule-anchoring protein		
g020703	GCF_000725265:NZ_CP006002.1:26885-26127	GCF_000725265:IJJELEDP_05249	Chaperone protein caf1M		
g020704	GCF_000725265:NZ_CP006002.1:27188-27316	GCF_000725265:IJJELEDP_05250	hypothetical protein		
g020705	GCF_000725265:NZ_CP006002.1:27279-27506	GCF_000725265:IJJELEDP_05251	hypothetical protein		
g020706	GCF_000725265:NZ_CP006002.1:27538-28158	GCF_000725265:IJJELEDP_05252	hypothetical protein		
