#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900148605.1	PRJNA224116	SAMEA23873668	FRYA00000000.1	na	1352	1352	Enterococcus faecium		Hp_76-7	latest	Scaffold	Major	Full	2016/12/10	Hp_76-7_05	Moscow	GCA_900148605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/605/GCF_900148605.1_Hp_76-7_05		
GCF_900148615.1	PRJNA224116	SAMEA23860918	FRYE00000000.1	na	1352	1352	Enterococcus faecium		Hp_6-9	latest	Scaffold	Major	Full	2016/12/10	Hp_6-9_05	Moscow	GCA_900148615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/615/GCF_900148615.1_Hp_6-9_05		
GCF_900148635.1	PRJNA224116	SAMEA23862418	FRXZ00000000.1	na	1352	1352	Enterococcus faecium		Hp_7-6	latest	Scaffold	Major	Full	2016/12/10	Hp_7-6_05	Moscow	GCA_900148635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/635/GCF_900148635.1_Hp_7-6_05		
GCF_900148665.1	PRJNA224116	SAMEA23864668	FRXT00000000.1	na	1352	1352	Enterococcus faecium		Hp_21-21	latest	Scaffold	Major	Full	2016/12/10	Hp_21-21_05	Moscow	GCA_900148665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/665/GCF_900148665.1_Hp_21-21_05		
GCF_900148675.1	PRJNA224116	SAMEA23863918	FRYB00000000.1	na	1352	1352	Enterococcus faecium		Hp_21-11	latest	Scaffold	Major	Full	2016/12/10	Hp_21-11_05	Moscow	GCA_900148675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/675/GCF_900148675.1_Hp_21-11_05		
GCF_900148685.1	PRJNA224116	SAMEA23866918	FRYD00000000.1	na	1352	1352	Enterococcus faecium		Hp_23-9	latest	Scaffold	Major	Full	2016/12/10	Hp_23-9_05	Moscow	GCA_900148685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/685/GCF_900148685.1_Hp_23-9_05		
GCF_900148705.1	PRJNA224116	SAMEA23866168	FRXP00000000.1	na	1352	1352	Enterococcus faecium		Hp_22-12	latest	Scaffold	Major	Full	2016/12/10	Hp_22-12_05	Moscow	GCA_900148705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/705/GCF_900148705.1_Hp_22-12_05		
GCF_900148715.1	PRJNA224116	SAMEA23861668	FRXY00000000.1	na	1352	1352	Enterococcus faecium		Hp_6-10	latest	Scaffold	Major	Full	2016/12/10	Hp_6-10_05	Moscow	GCA_900148715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/715/GCF_900148715.1_Hp_6-10_05		
GCF_900148725.1	PRJNA224116	SAMEA23863168	FRXV00000000.1	na	1352	1352	Enterococcus faecium		Hp_7-8	latest	Scaffold	Major	Full	2016/12/10	Hp_7-8_05	Moscow	GCA_900148725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/725/GCF_900148725.1_Hp_7-8_05		
GCF_900166945.1	PRJNA224116	SAMEA95325418	FUWF00000000.1	na	1352	1352	Enterococcus faecium	strain=AT1E22		latest	Contig	Major	Full	2017/02/23	ASM90016694v1	MICALIS	GCA_900166945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/166/945/GCF_900166945.1_ASM90016694v1		
GCF_900178555.1	PRJNA224116	SAMEA3893571	FXFB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2776		latest	Scaffold	Major	Full	2017/04/27	19789_6#130	SC	GCA_900178555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/555/GCF_900178555.1_19789_6_130		
GCF_900178565.1	PRJNA224116	SAMEA3893619	FXFK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3204		latest	Scaffold	Major	Full	2017/04/27	19789_6#154	SC	GCA_900178565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/565/GCF_900178565.1_19789_6_154		
GCF_900178575.1	PRJNA224116	SAMEA3893541	FXFN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2307		latest	Scaffold	Major	Full	2017/04/27	19789_6#117	SC	GCA_900178575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/575/GCF_900178575.1_19789_6_117		
GCF_900178585.1	PRJNA224116	SAMEA3893517	FXEP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2165		latest	Scaffold	Major	Full	2017/04/27	19789_6#108	SC	GCA_900178585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/585/GCF_900178585.1_19789_6_108		
GCF_900178595.1	PRJNA224116	SAMEA3893575	FXEO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2778		latest	Scaffold	Major	Full	2017/04/27	19789_6#132	SC	GCA_900178595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/595/GCF_900178595.1_19789_6_132		
GCF_900178605.1	PRJNA224116	SAMEA3893533	FXEM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2302		latest	Scaffold	Major	Full	2017/04/27	19789_6#114	SC	GCA_900178605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/605/GCF_900178605.1_19789_6_114		
GCF_900178615.1	PRJNA224116	SAMEA3893536	FXEV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2303		latest	Scaffold	Major	Full	2017/04/27	19789_6#115	SC	GCA_900178615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/615/GCF_900178615.1_19789_6_115		
GCF_900178625.1	PRJNA224116	SAMEA3893621	FXET00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3239		latest	Scaffold	Major	Full	2017/04/27	19789_6#156	SC	GCA_900178625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/625/GCF_900178625.1_19789_6_156		
GCF_900178635.1	PRJNA224116	SAMEA3893617	FXFX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3202		latest	Scaffold	Major	Full	2017/04/27	19789_6#152	SC	GCA_900178635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/635/GCF_900178635.1_19789_6_152		
GCF_900178645.1	PRJNA224116	SAMEA3893618	FXFL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3203		latest	Scaffold	Major	Full	2017/04/27	19789_6#153	SC	GCA_900178645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/645/GCF_900178645.1_19789_6_153		
GCF_900178655.1	PRJNA224116	SAMEA3893548	FXEN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2349		latest	Scaffold	Major	Full	2017/04/27	19789_6#120	SC	GCA_900178655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/655/GCF_900178655.1_19789_6_120		
GCF_900178665.1	PRJNA224116	SAMEA3893509	FXFR00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1980		latest	Scaffold	Major	Full	2017/04/27	19789_6#104	SC	GCA_900178665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/665/GCF_900178665.1_19789_6_104		
GCF_900178675.1	PRJNA224116	SAMEA3893876	FXFG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2170		latest	Scaffold	Major	Full	2017/04/27	19789_5#40	SC	GCA_900178675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/675/GCF_900178675.1_19789_5_40		
GCF_900178685.1	PRJNA224116	SAMEA3893586	FXFD00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2833		latest	Scaffold	Major	Full	2017/04/27	19789_6#137	SC	GCA_900178685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/685/GCF_900178685.1_19789_6_137		
GCF_900178695.1	PRJNA224116	SAMEA3893877	FXER00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2305		latest	Scaffold	Major	Full	2017/04/27	19789_5#41	SC	GCA_900178695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/695/GCF_900178695.1_19789_5_41		
GCF_900178705.1	PRJNA224116	SAMEA3893874	FXES00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1835		latest	Scaffold	Major	Full	2017/04/27	19789_5#38	SC	GCA_900178705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/705/GCF_900178705.1_19789_5_38		
GCF_900178715.1	PRJNA224116	SAMEA3893554	FXGA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2655		latest	Scaffold	Major	Full	2017/04/27	19789_6#123	SC	GCA_900178715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/715/GCF_900178715.1_19789_6_123		
GCF_900178725.1	PRJNA224116	SAMEA3893580	FXFT00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2830		latest	Scaffold	Major	Full	2017/04/27	19789_6#134	SC	GCA_900178725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/725/GCF_900178725.1_19789_6_134		
GCF_900178735.1	PRJNA224116	SAMEA3893502	FXFC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1901		latest	Scaffold	Major	Full	2017/04/27	19789_6#101	SC	GCA_900178735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/735/GCF_900178735.1_19789_6_101		
GCF_900178745.1	PRJNA224116	SAMEA3893870	FXFA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2771		latest	Scaffold	Major	Full	2017/04/27	19789_5#34	SC	GCA_900178745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/745/GCF_900178745.1_19789_5_34		
GCF_900178755.1	PRJNA224116	SAMEA3893574	FXEU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2777		latest	Scaffold	Major	Full	2017/04/27	19789_6#131	SC	GCA_900178755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/755/GCF_900178755.1_19789_6_131		
GCF_900178765.1	PRJNA224116	SAMEA3893863	FXEK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3243		latest	Scaffold	Major	Full	2017/04/27	19789_5#12	SC	GCA_900178765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/765/GCF_900178765.1_19789_5_12		
GCF_900178775.1	PRJNA224116	SAMEA3893519	FXEX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2167		latest	Scaffold	Major	Full	2017/04/27	19789_6#109	SC	GCA_900178775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/775/GCF_900178775.1_19789_6_109		
GCF_900178785.1	PRJNA224116	SAMEA3893557	FXEZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2656		latest	Scaffold	Major	Full	2017/04/27	19789_6#124	SC	GCA_900178785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/785/GCF_900178785.1_19789_6_124		
GCF_900178795.1	PRJNA224116	SAMEA3893538	FXFJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2304		latest	Scaffold	Major	Full	2017/04/27	19789_6#116	SC	GCA_900178795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/795/GCF_900178795.1_19789_6_116		
GCF_900178805.1	PRJNA224116	SAMEA3893584	FXEI00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2832		latest	Scaffold	Major	Full	2017/04/27	19789_6#136	SC	GCA_900178805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/805/GCF_900178805.1_19789_6_136		
GCF_900178815.1	PRJNA224116	SAMEA3893552	FXFW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2654		latest	Scaffold	Major	Full	2017/04/27	19789_6#122	SC	GCA_900178815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/815/GCF_900178815.1_19789_6_122		
GCF_900178825.1	PRJNA224116	SAMEA3893528	FXFY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2300		latest	Scaffold	Major	Full	2017/04/27	19789_6#112	SC	GCA_900178825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/825/GCF_900178825.1_19789_6_112		
GCF_900178835.1	PRJNA224116	SAMEA3893559	FXEY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2724		latest	Scaffold	Major	Full	2017/04/27	19789_6#125	SC	GCA_900178835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/835/GCF_900178835.1_19789_6_125		
GCF_900178845.1	PRJNA224116	SAMEA3893919	FXEL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2617		latest	Scaffold	Major	Full	2017/04/27	19789_5#83	SC	GCA_900178845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/845/GCF_900178845.1_19789_5_83		
GCF_900178855.1	PRJNA224116	SAMEA3893563	FXEJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2770		latest	Scaffold	Major	Full	2017/04/27	19789_6#126	SC	GCA_900178855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/855/GCF_900178855.1_19789_6_126		
GCF_900178865.1	PRJNA224116	SAMEA3893526	FXFU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2299		latest	Scaffold	Major	Full	2017/04/27	19789_6#111	SC	GCA_900178865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/865/GCF_900178865.1_19789_6_111		
GCF_900178875.1	PRJNA224116	SAMEA3893920	FXEW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2657		latest	Scaffold	Major	Full	2017/04/27	19789_5#84	SC	GCA_900178875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/875/GCF_900178875.1_19789_5_84		
GCF_900178885.1	PRJNA224116	SAMEA3893531	FXFM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2301		latest	Scaffold	Major	Full	2017/04/27	19789_6#113	SC	GCA_900178885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/885/GCF_900178885.1_19789_6_113		
GCF_900178895.1	PRJNA224116	SAMEA3893514	FXFF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2164		latest	Scaffold	Major	Full	2017/04/27	19789_6#107	SC	GCA_900178895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/895/GCF_900178895.1_19789_6_107		
GCF_900178905.1	PRJNA224116	SAMEA3893569	FXFH00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2774		latest	Scaffold	Major	Full	2017/04/27	19789_6#128	SC	GCA_900178905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/905/GCF_900178905.1_19789_6_128		
GCF_900178915.1	PRJNA224116	SAMEA3893570	FXFE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2775		latest	Scaffold	Major	Full	2017/04/27	19789_6#129	SC	GCA_900178915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/915/GCF_900178915.1_19789_6_129		
GCF_900178925.1	PRJNA224116	SAMEA3893549	FXFZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2653		latest	Scaffold	Major	Full	2017/04/27	19789_6#121	SC	GCA_900178925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/925/GCF_900178925.1_19789_6_121		
GCF_900178935.1	PRJNA224116	SAMEA3893582	FXFQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2831		latest	Scaffold	Major	Full	2017/04/27	19789_6#135	SC	GCA_900178935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/935/GCF_900178935.1_19789_6_135		
GCF_900178945.1	PRJNA224116	SAMEA3893504	FXFP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1902		latest	Scaffold	Major	Full	2017/04/27	19789_6#102	SC	GCA_900178945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/945/GCF_900178945.1_19789_6_102		
GCF_900178955.1	PRJNA224116	SAMEA3893500	FXFV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1900		latest	Scaffold	Major	Full	2017/04/27	19789_6#100	SC	GCA_900178955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/955/GCF_900178955.1_19789_6_100		
GCF_900178965.1	PRJNA224116	SAMEA3916588	FXFI00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1595		latest	Scaffold	Major	Full	2017/04/27	19647_8#23	SC	GCA_900178965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/965/GCF_900178965.1_19647_8_23		
GCF_900178975.1	PRJNA224116	SAMEA3893566	FXEQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2772		latest	Scaffold	Major	Full	2017/04/27	19789_6#127	SC	GCA_900178975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/975/GCF_900178975.1_19789_6_127		
GCF_900178985.1	PRJNA224116	SAMEA3893577	FXGF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2829		latest	Scaffold	Major	Full	2017/04/27	19789_6#133	SC	GCA_900178985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/985/GCF_900178985.1_19789_6_133		
GCF_900178995.1	PRJNA224116	SAMEA3893620	FXGC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3205		latest	Scaffold	Major	Full	2017/04/27	19789_6#155	SC	GCA_900178995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/178/995/GCF_900178995.1_19789_6_155		
GCF_900179005.1	PRJNA224116	SAMEA3893894	FXFO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3652		latest	Contig	Major	Full	2017/04/27	19789_5#58	SC	GCA_900179005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/005/GCF_900179005.1_19789_5_58		
GCF_900179015.1	PRJNA224116	SAMEA3893523	FXFS00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2173		latest	Scaffold	Major	Full	2017/04/27	19789_6#110	SC	GCA_900179015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/015/GCF_900179015.1_19789_6_110		
GCF_900179025.1	PRJNA224116	SAMEA3893506	FXGD00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1903		latest	Scaffold	Major	Full	2017/04/27	19789_6#103	SC	GCA_900179025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/025/GCF_900179025.1_19789_6_103		
GCF_900179035.1	PRJNA224116	SAMEA3893896	FXGE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3640		latest	Contig	Major	Full	2017/04/27	19789_5#60	SC	GCA_900179035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/035/GCF_900179035.1_19789_5_60		
GCF_900179045.1	PRJNA224116	SAMEA3893875	FXGB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1840		latest	Scaffold	Major	Full	2017/04/27	19789_5#39	SC	GCA_900179045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/045/GCF_900179045.1_19789_5_39		
GCF_900179055.1	PRJNA224116	SAMEA3893622	FXGL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3240		latest	Scaffold	Major	Full	2017/04/27	19789_6#157	SC	GCA_900179055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/055/GCF_900179055.1_19789_6_157		
GCF_900179065.1	PRJNA224116	SAMEA3893628	FXGG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3283		latest	Scaffold	Major	Full	2017/04/27	19789_6#163	SC	GCA_900179065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/065/GCF_900179065.1_19789_6_163		
GCF_900179075.1	PRJNA224116	SAMEA3893627	FXGM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3280		latest	Scaffold	Major	Full	2017/04/27	19789_6#162	SC	GCA_900179075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/075/GCF_900179075.1_19789_6_162		
GCF_900179085.1	PRJNA224116	SAMEA3893623	FXGH00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3241		latest	Scaffold	Major	Full	2017/04/27	19789_6#158	SC	GCA_900179085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/085/GCF_900179085.1_19789_6_158		
GCF_900179095.1	PRJNA224116	SAMEA3893629	FXGK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3284		latest	Scaffold	Major	Full	2017/04/27	19789_6#164	SC	GCA_900179095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/095/GCF_900179095.1_19789_6_164		
GCF_900179105.1	PRJNA224116	SAMEA3893630	FXGJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3285		latest	Scaffold	Major	Full	2017/04/27	19789_6#165	SC	GCA_900179105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/105/GCF_900179105.1_19789_6_165		
GCF_900179115.1	PRJNA224116	SAMEA3893624	FXGI00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3242		latest	Scaffold	Major	Full	2017/04/27	19789_6#159	SC	GCA_900179115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/115/GCF_900179115.1_19789_6_159		
GCF_900179125.1	PRJNA224116	SAMEA3893524	FXHX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1532		latest	Scaffold	Major	Full	2017/04/27	19789_6#38	SC	GCA_900179125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/125/GCF_900179125.1_19789_6_38		
GCF_900179135.1	PRJNA224116	SAMEA3893516	FXGT00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1456		latest	Scaffold	Major	Full	2017/04/27	19789_6#33	SC	GCA_900179135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/135/GCF_900179135.1_19789_6_33		
GCF_900179145.1	PRJNA224116	SAMEA3893532	FXHY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1597		latest	Scaffold	Major	Full	2017/04/27	19789_6#42	SC	GCA_900179145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/145/GCF_900179145.1_19789_6_42		
GCF_900179155.1	PRJNA224116	SAMEA3893508	FXIB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1374		latest	Scaffold	Major	Full	2017/04/27	19789_6#29	SC	GCA_900179155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/155/GCF_900179155.1_19789_6_29		
GCF_900179165.1	PRJNA224116	SAMEA3893535	FXGW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1600		latest	Scaffold	Major	Full	2017/04/27	19789_6#44	SC	GCA_900179165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/165/GCF_900179165.1_19789_6_44		
GCF_900179175.1	PRJNA224116	SAMEA3893641	FXGS00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3306		latest	Scaffold	Major	Full	2017/04/27	19789_6#173	SC	GCA_900179175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/175/GCF_900179175.1_19789_6_173		
GCF_900179185.1	PRJNA224116	SAMEA3893547	FXHK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1628		latest	Scaffold	Major	Full	2017/04/27	19789_6#51	SC	GCA_900179185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/185/GCF_900179185.1_19789_6_51		
GCF_900179195.1	PRJNA224116	SAMEA3893540	FXHE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1624		latest	Scaffold	Major	Full	2017/04/27	19789_6#47	SC	GCA_900179195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/195/GCF_900179195.1_19789_6_47		
GCF_900179205.1	PRJNA224116	SAMEA3893657	FXHR00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3639		latest	Contig	Major	Full	2017/04/27	19789_6#181	SC	GCA_900179205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/205/GCF_900179205.1_19789_6_181		
GCF_900179215.1	PRJNA224116	SAMEA3893632	FXHB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3287		latest	Scaffold	Major	Full	2017/04/27	19789_6#167	SC	GCA_900179215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/215/GCF_900179215.1_19789_6_167		
GCF_900179225.1	PRJNA224116	SAMEA3893521	FXHM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1530		latest	Scaffold	Major	Full	2017/04/27	19789_6#36	SC	GCA_900179225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/225/GCF_900179225.1_19789_6_36		
GCF_900179235.1	PRJNA224116	SAMEA3893534	FXGN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1598		latest	Scaffold	Major	Full	2017/04/27	19789_6#43	SC	GCA_900179235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/235/GCF_900179235.1_19789_6_43		
GCF_900179245.1	PRJNA224116	SAMEA3893527	FXHQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1534		latest	Scaffold	Major	Full	2017/04/27	19789_6#40	SC	GCA_900179245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/245/GCF_900179245.1_19789_6_40		
GCF_900179255.1	PRJNA224116	SAMEA3893518	FXGO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1457		latest	Scaffold	Major	Full	2017/04/27	19789_6#34	SC	GCA_900179255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/255/GCF_900179255.1_19789_6_34		
GCF_900179265.1	PRJNA224116	SAMEA3893503	FXHP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1371		latest	Scaffold	Major	Full	2017/04/27	19789_6#27	SC	GCA_900179265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/265/GCF_900179265.1_19789_6_27		
